Domain,Area,Element,Item,Year,Value
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2008"",""300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2009"",""320"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2010"",""200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2011"",""352"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2012"",""347"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2013"",""330"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2014"",""304.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2015"",""438.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2016"",""158"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2017"",""174"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2018"",""144"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2019"",""205"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2020"",""221.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Hop cones"",""2021"",""195.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""1992"",""45000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""1993"",""45000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""1994"",""45335.82"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""1995"",""45869.72"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""1996"",""46759.66"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""1997"",""47000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""1998"",""45000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""1999"",""45000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2000"",""45000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2001"",""46000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2002"",""47000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2003"",""48000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2004"",""50000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2005"",""51000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2006"",""51138.28"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2007"",""51317.08"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2008"",""50905.02"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2009"",""50903.55"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2010"",""41349"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2011"",""51000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2012"",""51000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2013"",""51000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2014"",""50000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2015"",""49341.13"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2016"",""49573.25"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2017"",""49849.59"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2018"",""49980.97"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2019"",""49674.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2020"",""49717.86"""
"Crops and livestock products,""Russian Federation"",""Production"",""Kenaf, and other textile bast fibres, raw or retted"",""2021"",""49763.48"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""1992"",""7060"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""1993"",""1090"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""1994"",""1960"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""1995"",""1440"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""1996"",""2313"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""1997"",""3019"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""1998"",""1022"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""1999"",""1663"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2000"",""2880"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2001"",""4900"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2002"",""8110"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2003"",""11970"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2004"",""7400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2005"",""5530"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2006"",""11746"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2007"",""2790"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2008"",""5840"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2009"",""7185"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2010"",""5374"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2011"",""33446"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2012"",""28372"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2013"",""16625"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2014"",""20203.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2015"",""25351.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2016"",""65224"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2017"",""197857.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2018"",""194726"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2019"",""116618.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2020"",""115556.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Lentils, dry"",""2021"",""176131.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""1992"",""53650"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""1993"",""29070"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""1994"",""24030"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""1995"",""31030"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""1996"",""27020"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""1997"",""17443"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""1998"",""14254"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""1999"",""19248"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2000"",""32691"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2001"",""29496"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2002"",""25525"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2003"",""29748"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2004"",""34223"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2005"",""36676"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2006"",""78982"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2007"",""79573"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2008"",""92930"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2009"",""102620"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2010"",""178213"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2011"",""437236"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2012"",""341565"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2013"",""299767.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2014"",""365088.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2015"",""523533.5"""
"Crops and livestock products,""Russian Federation"",""Production"",""Linseed"",""2016"",""673338"""
